globalID,docID,annotID,text,label,supports
17524,836,T2,Guter Ansatz mit Symbolen anstatt viel Text zu arbeiten.,Claim,None
17525,836,T3,"Risiken sind gut ausformuliert, da wurde etwas überlegt.",Claim,None
17525,836,T4,"Risiken sind gut ausformuliert, da wurde etwas überlegt.",Premise,T3
17526,836,T5,"Gute Idee, auch wenn ich keine Ahnung habe, ob die Umsetzung überhaupt möglich ist.2.",Claim,None
17527,836,T6,"SchwächenDatenmodell könnte man noch ausformulieren, da gibt es noch Potential.",Claim,None
17527,836,T7,"SchwächenDatenmodell könnte man noch ausformulieren, da gibt es noch Potential.",Premise,T6
17528,836,T8,"Funktionale AnforderungenIch frage mich, wie die Software die besten Fotos aussucht?",Premise,T9
17529,836,T9,"Kann man schon so erwähnen, aber ist sehr wage formuliert.",Claim,None
17530,836,T10,Kann der Kunde das Design für sein automatisch zusammengestelltes Fotobuch auswählen?,Premise,T11
17531,836,T11,Wäre auch noch eine Funktion.3.,Claim,None
17532,836,T12,HandlungsempfehlungDatenmodellWelche zusätzlichen Daten kann man vom Kunden erhalten ausser die Fotos?,Claim,None
17533,836,T13,"Mit der Analyse der Fotoinhalten Ort, Datum kann man seine Kunden bestimmt noch besser analysieren und dann für Marketingzwecke verwenden Ich weiss, du hast bei Sicherheitsanforderungen etwas anderes geschrieben.",Premise,T12
17533,836,T14,"Mit der Analyse der Fotoinhalten Ort, Datum kann man seine Kunden bestimmt noch besser analysieren und dann für Marketingzwecke verwenden Ich weiss, du hast bei Sicherheitsanforderungen etwas anderes geschrieben.",Premise,T13
17534,836,T15,"Aber für interne Zwecke zu analysieren, machen die meisten Unternehmen.",Premise,T13
17535,836,T16,Oder auch die Aufenthaltsdauer und Nutzungshäufigkeit der Software ist bestimmt auch interessant.,Premise,T12
17536,836,T17,"Falls du verschiedene Designs anbietest, kann man natürlich auch die Präferenzen der Kunden speichern und bei häufiger Nutzung dem User Ideen vorschlagen und somit individuell auf ihn eingehen.",Premise,T12
17537,837,None,review4144,None,None
17538,837,None,"1, Gute Zielbeschreibung",None,None
17539,837,None,"Einbettung klingt logisch, aus Unternehmensperspektive nachvollziehbar würde",None,None
17540,837,T2,"den Service selber gerne nutzen Daten Aspekt der Sicherheit ist gut und wichtig, den würde ich eher bei nonfunctional integrieren Benutzerschnittstelle Klingt gut, ggf.",Claim,None
17541,837,T4,noch erweitern um aspekte wie loading times Sicherheit Fokus auf die Schweit finde ich sehr gut wird häufig vergessen Risiken  Kosten gut und umfassend2.,Claim,None
17541,837,T5,noch erweitern um aspekte wie loading times Sicherheit Fokus auf die Schweit finde ich sehr gut wird häufig vergessen Risiken  Kosten gut und umfassend2.,Claim,None
17542,837,None,Ziel Ggf.,None,None
17543,837,None,den zeitlichen Horizont des Projektes integrieren Einbettung,None,None
17544,837,None,Man könnte noch erwähnen in wie fern das ganze IT technisch eingebettet ist,None,None
17545,837,T8,Datenmodell Welche Daten bedarf es?,Claim,None
17546,837,T9,Wie sind diese zueinander angeordnet?,Claim,None
17547,837,None,Ggf.,None,None
17548,837,T11,durch ER Diagramm ergänzen und grafisch darstellen über phpmyadmin o.ä. Funktionale Anforderungen Diese müssen sich konkreter auf die Software bzw. das Tool fokussieren und viel konkreter sein wie bspw. Login,Claim,None
17549,837,None,Der Kunde kann sich mit seiner EMail Adresse und seinem Passwort anmelden oder Prozessdauer,None,None
17550,837,None,"Der Kunde kann einsehen, wie weit fortgeschritten die Produktion ist oder Der Kunde kann in der Vergangenheit bestellte Artikel einsehen Performanceanforderung",None,None
17551,837,T13,"Hier geht es darum, was die Software an sich können muss bspw. soll der Code strukturiert und erweiterbar/änderbar sein oder das Programm soll bspw. sowohl auf Android als aus iOs abspielbar sein Sicherheit konkretisieren bspw. Login bsp siehe oben",Premise,T11
17551,837,T14,"Hier geht es darum, was die Software an sich können muss bspw. soll der Code strukturiert und erweiterbar/änderbar sein oder das Programm soll bspw. sowohl auf Android als aus iOs abspielbar sein Sicherheit konkretisieren bspw. Login bsp siehe oben",Premise,T13
17551,837,T15,"Hier geht es darum, was die Software an sich können muss bspw. soll der Code strukturiert und erweiterbar/änderbar sein oder das Programm soll bspw. sowohl auf Android als aus iOs abspielbar sein Sicherheit konkretisieren bspw. Login bsp siehe oben",Premise,T14
17551,837,T16,"Hier geht es darum, was die Software an sich können muss bspw. soll der Code strukturiert und erweiterbar/änderbar sein oder das Programm soll bspw. sowohl auf Android als aus iOs abspielbar sein Sicherheit konkretisieren bspw. Login bsp siehe oben",Premise,T15
17552,837,None,Viel Spaß beim Überarbeiten  ich hoffe,None,None
17553,837,None,ich konnte dir weiterhelfen!,None,None
17554,838,None,review4146,None,None
17555,838,T1,Allgemein funktionale Anforderungen sind sehr detailliert und ausgereift aufgeführt.,Claim,None
17556,838,None,Gemäss Rietsche gehört System,None,None
17557,838,None,Processing hingegen nicht zu User Specification Requirement obwohl es im Vorlesungsbeispiel so war.,None,None
17558,838,T3,Stärken der Lösung insgesamt sehr ausgereift und gut visualisiert.,Claim,None
17559,838,T4,Performance und Sicherheitsanforderungen in konkreten Zahlen.,Premise,T5
17560,838,T5,Sehr gut!,Claim,None
17561,838,T6,20sec für LogIn scheint ziemlich lange..,Claim,None
17562,838,None,Schwächen der LösungBei der Bearbeitung berücksichtigen,None,None
17563,838,T7,Wie überprüft die Softwarelösung die Pilotenlizenz?,Premise,T8
17564,838,None,Evt,None,None
17565,838,None,.,None,None
17566,838,T9,"Ergänzung im Datenmodell, da Verbindung zu LizenzDatenbank notwendig",Premise,T8
17567,838,T10,Müsste bei funktionale Anforderungen noch eine Funktion für die Preiskalkulation eingefügt werden?,Claim,None
17568,838,None,Resp.,None,None
17569,838,T11,wie wird Preis in der Softwarelösung berechnet?,Premise,T10
17570,839,None,review4147,None,None
17571,839,T1,"Du hast die einzelnen Punkte sehr detailliert beschrieben, und es scheint, als hättest du dir bei der Ausarbeitung viele Gedanken zu der Sowftare gemacht.",Claim,None
17572,839,None,Ich finde das Resultat ist insgesamt sehr hochwertig und mir,None,None
17573,839,None,sind daher nur Kleinigkeiten zur Verbesserung eingefallen.,None,None
17574,839,T3,"Formulierung vielleicht etwas weniger Anglizismen verschlüsselte statt vercryptete, absolutes Detail Schnittstellen",Claim,None
17575,839,None,Dein System scheint viele Informationen von externen Datenquellen beziehen zu wollen.,None,None
17576,839,T5,Das müsste man sicher noch erwähnen und auch unter Kosten aufführen.,Claim,None
17577,839,T6,"Kosten Meist fallen auch noch Schulungskosten und Kosten für Instandhaltung an wobei ich mir beim letzteren nicht sicher bin, inwieweit man das miteinbeziehen muss innerhalb der Aufgabenstellung",Claim,None
17578,840,None,review4148,None,None
17579,840,None,1,None,None
17580,840,T1,. Grundsätzlich eine sehr exakte und gut ausgeführte Arbeit und Idee.2.,Claim,None
17581,840,T2,"Das ganze wirkt fast ein wenig zu perfekt ausgearbeitet, ich frage mich auch wieso die funktionalen Anforderungen plötzlich auf Englisch sind.",Claim,None
17581,840,T3,"Das ganze wirkt fast ein wenig zu perfekt ausgearbeitet, ich frage mich auch wieso die funktionalen Anforderungen plötzlich auf Englisch sind.",Premise,T2
17582,840,T4,Wer organisiert den Flug dann genau?,Claim,None
17583,840,T5,Also die Start und Landeerlaubnis zum Beispiel.,Premise,T4
17584,840,T6,Gibt es da auch eine Lösung für den Piloten oder dich als Anbieter?,Claim,None
17585,840,T7,Es wird auch schwierig sein die Nutzer auf die Plattform zu bringen.3.,Claim,None
17586,840,T8,Beim Datenmodell bezüglich dem Onlinewetterdienst ist es nicht so dass das Wetter nur den Piloten interessiert?,Premise,T9
17587,840,T9,Dann müsste der Pfeil doch nicht zum Kunden und von da aus zum Piloten sondern direkt zum Piloten.,Claim,None
17588,840,T10,"Sicherheitsanforderungen man könnte sich auch überlegen, Fingerabdruck und Gesichtserkennung als Passwort zu nehmen.",Claim,None
17589,840,T11,"Bei den Kosten halte ich Werbekosten für Social Media als kein geeigneter Kanal um eine solche Plattform zu bewerben, da die Kundschaft doch sehr exclusiv ist.",Claim,None
17589,840,T12,"Bei den Kosten halte ich Werbekosten für Social Media als kein geeigneter Kanal um eine solche Plattform zu bewerben, da die Kundschaft doch sehr exclusiv ist.",Premise,T11
17590,840,T13,"Ein Stakeholder könnte die Bank oder der Transaktionspartner sein, der die Zahlung übermittelt.",Claim,None
17591,841,None,review4149,None,None
17592,841,None,1,None,None
17593,841,T1,". Ich finde es gut, dass du ein messbares Ziel formuliert hast.",Claim,None
17594,841,T2,Ausserdem gefallen mir die formulierten Risiken sehr gut.,Claim,None
17595,841,T3,Insgesamt wurde die Arbeit komplett und korrekt gelöst.2.,Claim,None
17596,841,None,Manchmal verwendest du,None,None
17597,841,None,unklare Formulierungen und die Erläuterungen passen nicht ganz zu dem Abschnitt,None,None
17598,841,T5,"z.B. wenn du bei den funktionalen Anforderungen über die tiefere Abbruchrate, oder die Seamless Shopping Experienceschreibst.",Premise,T4
17599,841,T6,Ich denke die Formulierung der Anforderungen in Stichpunkten würde das Ganze um einiges verständlicher machen!3.Bei der Einbettung ins Arbeitsgebiet solltest du meiner Meinung nach darauf eingehen mit welchen Komponenten deine Software interagiert.,Claim,None
17599,841,T7,Ich denke die Formulierung der Anforderungen in Stichpunkten würde das Ganze um einiges verständlicher machen!3.Bei der Einbettung ins Arbeitsgebiet solltest du meiner Meinung nach darauf eingehen mit welchen Komponenten deine Software interagiert.,Claim,None
17600,841,T8,Mir wird dabei nicht klar wieso du dazu eine Drag und Drop Funktion beschreibst.,Premise,T7
17601,841,T9,"Ich würde hier die Interaktion mit dem Kunden, den Webseiten und weiteren Interaktionskomponenten der Software beschreiben.",Premise,T7
17602,841,T10,Vielleicht hilft es sich in die Thematik der Kontextdiagramme einzulesen.,Premise,T9
17603,841,T11,Du solltest unbedingt die funktionalen Anforderungen überarbeiten.,Claim,None
17604,841,None,Du solltest dort schreiben welche Funktionalitäten,None,None
17605,841,None,die Software besitzen soll/ausführen soll.,None,None
17606,841,T13,"Da sollten Anforderungen formuliert werden wie Der Kunde soll sich im System registrieren können, Das System muss die Nutzerdaten an Warenkörbe von Onlineshops übertragen können usw.",Premise,T12
17607,841,T14,"Ich weiss zwar nicht genau, ob dies tatsächlich die Geschäftsidee dahinter ist, aber die Formulierungen sollten in diese Richtung gehen.",Premise,T13
17608,841,None,Sätze wie z.B.,None,None
17609,841,None,Das Unternehmen profitiert von einer kleineren Abbruchrate beim Einkaufen.,None,None
17610,841,None,haben bei den funktionalen Anforderungen eigentlich nichts verloren.,None,None
17611,841,None,Du solltest beschreiben,None,None
17612,841,None,What should the system do?,None,None
17613,841,T17,Ich denke bei den Kosten geht es darum die wesentlichen Kosten des Projektes aufzuschreiben und nicht wie diese erhoben werden.,Premise,T18
17614,841,T18,"Ich würde bei den Kosten z.B. Entwicklungskosten, Instandhaltungskosten, Kosten für die Implementierung von neuen Funktionen aufschreibenBei den Sicherheitsanforderungen würde ich ergänzen, dass die Daten nur verschlüsselt übertragen werden sollten.",Claim,None
17614,841,T19,"Ich würde bei den Kosten z.B. Entwicklungskosten, Instandhaltungskosten, Kosten für die Implementierung von neuen Funktionen aufschreibenBei den Sicherheitsanforderungen würde ich ergänzen, dass die Daten nur verschlüsselt übertragen werden sollten.",Claim,None
17615,841,T20,Fazit Insbesondere die funktionalen Anforderungen sollten überarbeitet werden.,Claim,None
17616,841,T21,Sonst wurde die Aufgabe komplett gelöst und kann durch kleine Verbesserungen aufgewertet werden,Claim,None
17617,842,None,review4155,None,None
17618,842,None,1,None,None
17619,842,None,. Worin sehen Sie die Stärken der Lösung?,None,None
17620,842,T1,Tolle Unterteilung des Ziels des Projektes.,Claim,None
17621,842,T2,Der Sinn und Zweck der App wurde schnell klar.,Premise,T1
17622,842,T3,"Klarer Zeithorizont umschreiben, welcher auch Ziele mit fixen Zahlen enthält.",Claim,None
17623,842,T4,Eine ausführliche Beschreibung sämtlicher Stakeholder.,Claim,None
17624,842,T5,"Detaillierte Auflistung der Anforderungen, welche ein klares Bild der App aufzeigen.",Claim,None
17625,842,T6,Die Risiken wurden auf viel Ebenen sehr gut erkannt und umschrieben.,Claim,None
17626,842,None,2.Worin sehen Sie Schwächender Lösung und wie können diese behoben werden?,None,None
17627,842,T7,"Es ist nicht ganz ersichtlich, im Kapitel Datenmodell, was mit den gesammelten Daten passiert.",Claim,None
17628,842,T8,"Nicht definiert wurde, auf welchem Betriebssystem das App laufen soll.",Claim,None
17629,842,T9,Die Kosten wurden etwas schwammig formuliert.,Claim,None
17630,842,None,Genaueres zu den genannten Punkten im folgenden Teil,None,None
17631,842,None,3. Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
17632,842,T10,"Es wurde klar aufgezeigt, wie die App mit bestehenden Angeboten interagiert.",Claim,None
17633,842,T11,"Jedoch wäre es auch noch interessant zu zeigen, wie das App in den Arbeitsalltag der Endnutzer integriert wird.",Claim,None
17634,842,T12,"Im Bereich des Datenmodells erklären was mit den Daten gemacht wird, welche gesammelt werden.",Claim,None
17635,842,T13,"Du beschreibst, dass ein schnelles Nutzen der App kurz vor der Abfahrt wichtig ist.",Premise,T14
17636,842,T14,"Um dieses Ziel zu erreichen, wäre eine  Erweiterung der funktionalen Anforderungen, im Bereich der TouchID sicherlich eine interessante Option, da so Zeit gespart werden kann.",Claim,None
17636,842,T15,"Um dieses Ziel zu erreichen, wäre eine  Erweiterung der funktionalen Anforderungen, im Bereich der TouchID sicherlich eine interessante Option, da so Zeit gespart werden kann.",Premise,T14
17637,842,T16,"Obwohl die funktionalen Anforderungen bereits sehr ausführlich sind, könnte man dennoch noch definieren, auf welchen Betriebssystemen das App laufen soll IOS, Android.",Claim,None
17637,842,T17,"Obwohl die funktionalen Anforderungen bereits sehr ausführlich sind, könnte man dennoch noch definieren, auf welchen Betriebssystemen das App laufen soll IOS, Android.",Premise,T16
17638,842,T18,"Bei den Sicherheitsanforderungen könnte man noch anmerken, dass nicht nur die GPS, sondern alle Nutzerdaten verschlüsselt werden.",Claim,None
17639,842,T19,Der Zeithorizont wurde sehr klar umschrieben.,Claim,None
17640,842,T20,Ebenfalls wäre es toll auch die Kosten in dieser Klarheit zu beschreiben mit fixen Budgetangaben.,Claim,None
17641,843,None,review4156,None,None
17642,843,None,1,None,None
17643,843,None,. Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
17644,843,None,2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,None,None
17645,843,None,3,None,None
17646,843,None,. Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
17647,843,None,Geben Sie hierbei konkrete Verbesserungsvorschläge,None,None
17648,843,None,1,None,None
17649,843,T1,.  Die Lösung enthält sehr detaillierte und gut ausgearbeitete Requirements.,Claim,None
17650,843,T2,Du hast die Ziele des Projekts sehr verständlich dargelegt.,Claim,None
17651,843,T3,"Bei den funktionalen Anforderungen wurde chronologisch aufgelistet, wodurch der Leser sich sehr einfach und konkret vorstellen kann, was die Requirements zu bedeuten haben.",Claim,None
17652,843,T4,"Mir gefällt, wie explizit ausgedrückt wurde, dass Partnerschaften und die Integration von externen Datenquellen kritisch für die Erstellung und den Erfolg der App sind.",Claim,None
17653,843,None,2.,None,None
17654,843,T5,"Es wird nie eindeutig klar festgehalten, welchen Content/Mehrwert ein Premiumnutzer im Vergleich zu einem normalen Nutzer erhält.",Claim,None
17655,843,T6,"Ich würde das als Ersteller der Leistung wissen wollen, je nach Anforderung fällt nämlich die Erstellung der App aufwändiger aus.",Premise,T5
17655,843,T7,"Ich würde das als Ersteller der Leistung wissen wollen, je nach Anforderung fällt nämlich die Erstellung der App aufwändiger aus.",Premise,T6
17656,843,T8,"Bei der Einbettung ins Arbeitsgebiet fehlt für mich eine Erläuterung, auf welchen Geräten man als User den Service nutzen kann.",Claim,None
17657,843,T9,"Wird es auch eine webbasierte Plattform geben, auf der man sich die Routen anschauen kann?",Premise,T8
17658,843,T10,Lässt sich die App auf einem Tablet bedienen?,Premise,T8
17659,843,None,Gibt es Versionen für Android,None,None
17660,843,None,und/oder iOS?,None,None
17661,843,T12,"Ich habe nicht genau verstanden, welche Daten an den Velocomputer übertragen werden sollen.",Premise,T13
17662,843,T13,In meiner Vorstellung würde man das Mobiltelefon während der Fahrt als Velocomputer einsetzen.,Premise,T14
17663,843,T14,"Falls du damit meinst, dass die GPSDaten an den Computer übertragen werden sollen, sodass man das Handy nicht mehr braucht, bitte bei den Funktionalen Anforderungen ausformulieren.",Claim,None
17664,843,None,3,None,None
17665,843,T15,".  Basierend auf den oben genannten Verbesserungsvorschlägen würde ich empfehlen, folgende Punkte noch einmal anzuschauen    Genauer spezifizieren, was mit      Premium Content gemeint ist.",Claim,None
17666,843,T16,Das passt wahrscheinlich am      besten in die Einleitung.,Claim,None
17667,843,T17,"Bei      Einbettung ins Arbeitsgebiet genauer erläutern, ob es nur       die App gibt, oder ob der User auch über andere Wege auf den Dienst      zugreifen kann.",Claim,None
17668,843,T18,Die      Interaktion mit dem Velocomputer spezifizieren.,Claim,None
17669,843,T19,"Wie du geschrieben hast, wird der Algorithmus zur Streckenauswahl die entscheidende Komponente der App sein.",Premise,T20
17670,843,T20,"Ich würde mir wünschen, dass du spezifizierst, ob dieser vom ServiceDienstleister alleine programmiert wird, oder ob dies in Zusammenarbeit mit dir/deinem Team geschehen würde.",Claim,None
17671,844,None,review4158,None,None
17672,844,None,1,None,None
17673,844,None,. Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
17674,844,T1,Coole Idee und gute Ausführung.,Claim,None
17675,844,None,"Finde es zudem bemerkenswert, dass du das Datenmodell aufgezeichnet hast und wie du die funktionalen Anforderungen beschrieben",None,None
17676,844,None,hast.2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,None,None
17677,844,T3,Die genauen Abläufe/Prozesse sind nicht klar.,Premise,T4
17678,844,T4,Ich würde diese klarer formulieren,Claim,None
17679,844,T5,was sind die einzelnen Schritte?,Premise,T4
17680,844,T6,"Datenmodell Ich finde es begrüssenswert, dass du versucht hast, das ganze zu visualisieren.",Claim,None
17681,844,T7,Du solltest aber klar trennen zwischen einer Entity Angebot  Kunde und einer Relationship wählen.,Claim,None
17682,844,T8,Nebst der Trennung würde ich die einzelnen Daten genauer ausformulieren.,Claim,None
17683,844,T9,Welche Daten werden bspw. an den Algorithmus gesendet?,Premise,T8
17684,844,T10,"Wird nur Zeitpunkt erhoben oder kann der Kunde auch gleich ein Rating abgeben, welches dann den Empfehlungsalgorithmus individualisiert?",Premise,T8
17685,844,T11,Punkt 5 würde ich in chronologischer Reihenfolge abbilden.,Claim,None
17686,844,T12,Risiken und Kosten sind etwas zu kurz gehalten.,Claim,None
17687,844,T13,Fixbetrag sollte in seine Bestandteile aufgesplitet werden.3.,Premise,T12
17688,844,None,Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
17689,844,T14,Es ist bereits eine sehr solide Lösung und du hast die gefragten Elemente gut verstanden.,Claim,None
17690,844,T15,"Ich würde prüfen, ob du einige Anmerkungen aus Punkt 2 noch einarbeiten kannst aber ansonsten ist es eine solide Arbeit.",Claim,None
17691,844,None,Top,None,None
17692,844,None,!,None,None
17693,844,None,!,None,None
17694,845,None,review4261,None,None
17695,845,None,1. Stärken,None,None
17696,845,T1,"Ich finde es gut, dass du erst nochmal eine kurze Beschreibung deines Projektes angefügt hast.",Claim,None
17697,845,T2,Das vereinfacht mir die Beurteilung und Erhöht das Verständnis.,Premise,T1
17698,845,T3,Ich finde die einzelnen Punkte deiner Lösung gut überdacht und die gesamte Lösung in sich schlüssig.2.,Claim,None
17699,845,None,Schwächen  Verbesserungsmöglichkeiten,None,None
17700,845,T4,Bei den Stakeholdern fehlt mir der PlattformOwner.,Premise,T6
17701,845,T5,Irgendwer muss die verschiedenen Stakeholder durch das zur Verfügungstellen der Plattform ja zusammenbringen.,Premise,T4
17702,845,T6,Ich würde diesen noch ergänzen,Claim,None
17703,845,T7,Die Grafik zur Einbettung ins Arbeitsgebiet finde ich nicht ganz so schlüssig.,Claim,None
17704,845,T8,Z.B. das Kästchen zu den Chatbots scheint mir etwas aus der Luft gegriffen.,Premise,T7
17705,845,T9,"Du solltest den Text dazu so anpassen, dass du alle Punkte ekurz erläuterst.",Claim,None
17706,845,T10,"Auch ist mir nicht klar, inwiefern Online User Statistics relevant sind.",Claim,None
17707,845,T11,Ich finde die Tabelle vor allem beim Punkt Suchfunktion nicht ganz so eindeutig.,Premise,T13
17708,845,T12,"Hier ist mir zum Beispiel nicht klar, was du mit Profile zuteilen meinst.",Premise,T11
17709,845,T13,Vielleicht könntest du das genauer/ausführlicher beschreiben.,Claim,None
17710,845,T14,"Vor allem wenn man mit der Geschäftsidee nicht sehr vertraut ist, sind so Tabellen mit minimalkurzen Stichworten etwas schwer nachzuvollziehen.",Premise,T13
17711,845,None,"Ich bin mir sicher, dass der Punkt in sich schlüssig ist, aber für Unwissende ist es einfach schwer zu verstehen",None,None
17712,845,None,Was genau meinst du mit beidseitigen Transferieren von Daten aus Social Media,None,None
17713,845,None,Profilen im Punkt 10?,None,None
17714,845,T16,"Hier solltest du genauer sein Ich denke bei den Performanceanfoderungen fehlen Anforderungen wie z.B. an die Standortbestimmung, die abgestimmten Zahlungsfunktionen, die Werbemöglichkeiten eventuell willst du ja",Claim,None
17714,845,T17,"Hier solltest du genauer sein Ich denke bei den Performanceanfoderungen fehlen Anforderungen wie z.B. an die Standortbestimmung, die abgestimmten Zahlungsfunktionen, die Werbemöglichkeiten eventuell willst du ja",Claim,None
17714,845,T18,"Hier solltest du genauer sein Ich denke bei den Performanceanfoderungen fehlen Anforderungen wie z.B. an die Standortbestimmung, die abgestimmten Zahlungsfunktionen, die Werbemöglichkeiten eventuell willst du ja",Premise,T17
17715,845,None,personalisierte Werbung schalten die du zuvor erwähnt hast.,None,None
17716,845,T20,"was ich mir noch zusätzlich als Risiko vorstellen kann, sind fehlende Voraussetzungen bei den Hair Salons.",Claim,None
17717,845,T21,"Die meisten Haarsalons, in denen ich bisher war, haben eine sehr rudimentäre wenn überhaupt eine ITInfrastruktur und machen auch noch die Terminkoordination von Hand.",Premise,T20
17718,845,T22,"Ich denke das stellt auch ein Risiko dar, da die Salons entsprechend aufgerüstet werden müssten.",Premise,T21
17718,845,T23,"Ich denke das stellt auch ein Risiko dar, da die Salons entsprechend aufgerüstet werden müssten.",Premise,T22
17719,846,None,review4171,None,None
17720,846,None,1,None,None
17721,846,None,. Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
17722,846,T1,Mir gefällt die Lösung gut.,Claim,None
17723,846,T2,Du beschreibst die einzelnen Teilabschnitte klar und ausführlich.,Premise,T1
17724,846,T3,"Dabei greifst du  wenn passend  auf visuelle Darstellungsmöglichkeiten e.g. Datenmodell zurück, was mir als Leser deine Lösung sehr gut verständlich macht.",Premise,T1
17725,846,None,Besonders gut gefällt mir dabei,None,None
17726,846,None,Deine Abschnitte,None,None
17727,846,None,"Stakelholder hier sprichst du nicht nur von Endnutzern, sondern erwähnst auch deren desire und Einbettung in das Arbeitsgebiet.",None,None
17728,846,T5,"Bei letzteren stellst du sehr gut heraus, wie deine Applikation mit anderen Stakeholdern zusammenarbeitet.",Premise,T1
17729,846,None,2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,None,None
17730,846,T6,"Während ich den Großteil der Teilaufgaben sehr gut aufbereitet finde, ist der Abschnitt Funktionale Anforderungen für mich als Leser nicht besonders gut verständlich.",Claim,None
17731,846,T7,Die einzelnen Features der Softwarelösung kommen hier nicht raus.,Premise,T6
17732,846,T8,"Der Begriff Interaktion ist sehr breit aufgestellt und in der nachfolgenden Auflistung fehlen mir Funktionen von denen Du vorher gesprochen hast Buchung Transportmittel, Locationauswahl/Reservierung Restaurant, ....",Premise,T6
17732,846,T9,"Der Begriff Interaktion ist sehr breit aufgestellt und in der nachfolgenden Auflistung fehlen mir Funktionen von denen Du vorher gesprochen hast Buchung Transportmittel, Locationauswahl/Reservierung Restaurant, ....",Premise,T8
17733,846,T10,Zudem sind Deine Formulierungen teilweise etwas umständlich und erschweren den Lesefluss.,Claim,None
17734,846,None,3,None,None
17735,846,None,. Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
17736,846,None,Geben Sie hierbei konkrete Verbesserungsvorschläge,None,None
17737,846,None,Bei der Überarbeitungen würde ich auf folgende Teilabschnitte / Fragen nochmal eingehen,None,None
17738,846,None,Funktionale Anforderungen,None,None
17739,846,None,Kannst du die Funktion Interaktion noch weiter untergliedern?,None,None
17740,846,T12,"Ich würde überlegen, ob du die einzelnen Funktionen Terminanfrage, Location Auswahl e.g. Restaurantbuchung, Terminbeantwortung, etc. nicht mit Schlagworten betitelst, sodass direkt klar wird um welche Funktion es sich handelt.",Premise,T11
17741,846,None,Anforderung an die Benutzerschnittstellen,None,None
17742,846,None,"Was ist mit der Userbility Einfach Bedienbarkeit, Selbsterklärende visuelle Gestaltung der Oberfläche etc.?",None,None
17743,846,None,Performance Anforderungen,None,None
17744,846,None,Was ist mit der Erreichbarkeit der Applikation?,None,None
17745,846,None,"Hier stellt sich mir zudem die Frage, wenn die Applikation sich mit bestehenden Kalendern integriert",None,None
17746,846,None,was ist mit der Synchronisation?,None,None
17747,846,None,Zudem würde ich mir über folgendes nochmal Gedanken machen,None,None
17748,846,None,Was ist mit der Funktion Bezahlen?,None,None
17749,846,T17,"Zu Beginn erwähnst Du, dass Transportmittel über die App reserviert bzw. bezahlt werden können Tickets kaufen.",Premise,T16
17750,846,T18,Das Thema Bezahlen taucht jedoch sonst in keinem weiteren Teilabschnitt auf.,Premise,T16
17751,846,T19,Kann der User über die App bezahlen oder nicht?,Premise,T16
17752,847,None,review4176,None,None
17753,847,T1,"1 Ziel des Projektes sind pregnant beschrieben, so dass man auch ohne VPC und Business Modell versteht um was es geht.",Claim,None
17754,847,T2,Meiner Meinung nach hast du im Datenmodell alle wichtigen Daten erfasst.,Claim,None
17755,847,T3,"Generell kann man das für alle Punkte sagen.2 Meiner Meinung nach hast du die wichtigsten Stakeholder aufgelistet, nur fehlen deren Bedürfnisse und Anforderungen an die Lösung.3 Wie schon erwähnt könntest du die Bedürfnisse der Stakeholder noch abbilden.",Claim,None
17755,847,T4,"Generell kann man das für alle Punkte sagen.2 Meiner Meinung nach hast du die wichtigsten Stakeholder aufgelistet, nur fehlen deren Bedürfnisse und Anforderungen an die Lösung.3 Wie schon erwähnt könntest du die Bedürfnisse der Stakeholder noch abbilden.",Claim,None
17755,847,T5,"Generell kann man das für alle Punkte sagen.2 Meiner Meinung nach hast du die wichtigsten Stakeholder aufgelistet, nur fehlen deren Bedürfnisse und Anforderungen an die Lösung.3 Wie schon erwähnt könntest du die Bedürfnisse der Stakeholder noch abbilden.",Claim,None
17756,847,None,Ansonsten habe ich leider keine konstruktive Punkte bei zusteuern.,None,None
17757,847,T6,Im Vergleich zu den anderen zwei hast du es wirklich sehr gut gemacht,Claim,None
17758,848,None,review4177,None,None
17759,848,None,Stärken,None,None
17760,848,T1,Inkludierug der      ZeitPerspektive im Rahmen der Zielbeschreibung erweitert die Zielsetzung um einen zeitlichen Aspekt.,Claim,None
17761,848,T2,"Einbettung in das      Arbeitsgebiet macht sehr gut klar, in welchem Kontext TriAlp genutzt      werden soll und stellt eine gut verständliche Verbindung zur Zielsetzung      des Projektes dar.",Claim,None
17762,848,T3,Graphische Darstellung des      Datenmodells erleichtert das Verständnis und illustriert Zusammenhange      intuitiv.,Claim,None
17763,848,T4,Sehr detaillierte Ausführung      der Performance Anforderungen ermöglichen sehr gutes Verständnis diesbezüglich.,Claim,None
